UserId,No Of Abuse Report,No Of Rejected Friend Requests,No Of Friend Requests Thar Are Not Accepted,No Of Friends,No Of Followers,No Of Likes To Unknown Account,No Of Comments Per Day,Fake Or Not Category
7215,126,898,768,67,9,153,737,0
7216,786,46,820,582,943,799,98,1
7217,604,24,898,781,543,399,629,1
7218,204,631,878,107,1,402,585,0
7219,788,430,926,408,680,997,627,0
7220,833,893,853,718,354,14,582,1
7221,481,180,406,893,612,38,327,1
7222,953,94,33,913,882,661,313,1
7223,729,446,249,709,49,148,844,0
7224,786,753,648,31,125,816,275,0
7225,549,605,324,106,822,684,645,1
7226,610,848,593,373,604,780,853,0
7227,373,591,355,27,448,263,74,0
7228,861,403,286,206,512,700,854,0
7229,967,923,396,404,612,829,393,0
7230,989,403,957,133,489,124,512,1
7231,807,348,29,480,607,917,922,1
7232,222,937,891,835,761,925,654,0
7233,97,12,911,847,258,365,847,0
7234,835,788,18,447,873,68,86,0
7235,456,419,805,670,996,335,332,1
7236,356,301,320,553,444,354,290,0
7237,950,904,995,705,806,795,555,1
7238,72,612,861,349,709,449,238,1
7239,944,117,500,372,171,469,429,0
7240,334,185,72,48,864,686,279,1
7241,772,595,665,208,852,625,991,0
7242,299,574,941,509,251,645,20,0
7243,528,801,475,818,147,60,44,0
7244,845,949,763,599,704,474,340,1
7245,333,614,20,436,127,391,355,0
7246,625,54,529,787,729,749,696,1
7247,257,914,776,956,993,644,458,1
7248,711,346,126,408,679,583,411,0
7249,604,520,763,958,990,327,191,1
7250,136,967,506,703,437,758,171,0
7251,533,367,163,33,458,416,115,1
7252,572,961,747,933,386,295,779,0
7253,74,200,531,208,423,793,601,1
7254,405,695,791,587,564,823,663,1
7255,307,751,674,421,739,547,383,0
7256,979,418,907,635,507,153,251,1
7257,791,890,801,444,790,152,416,0
7258,823,680,701,568,523,695,416,0
7259,449,209,819,685,576,723,655,0
7260,485,942,117,808,527,522,821,1
7261,669,997,605,568,831,772,328,1
7262,630,768,452,1,945,17,872,1
7263,204,774,394,946,870,444,106,0
7264,665,597,214,162,738,628,573,1
7265,565,113,519,966,11,21,16,0
7266,873,743,211,789,400,811,42,1
7267,598,323,760,546,335,601,1,0
7268,428,775,937,130,609,347,620,1
7269,154,639,169,468,980,757,841,0
7270,761,974,963,509,431,508,701,1
7271,644,38,957,751,695,142,958,1
7272,59,713,630,865,80,50,526,0
7273,654,308,501,388,187,611,75,1
7274,58,527,601,685,23,720,18,0
7275,964,213,164,794,553,176,315,0
7276,333,985,439,480,589,833,456,0
7277,867,468,488,522,489,77,390,0
7278,4,447,842,542,591,102,883,0
7279,53,509,211,971,206,652,619,1
7280,565,108,87,398,601,175,124,1
7281,731,616,819,425,235,259,576,0
7282,54,144,49,728,158,63,32,1
7283,218,641,873,446,905,641,203,0
7284,776,449,687,485,250,962,809,0
7285,181,165,942,150,722,537,498,0
7286,971,403,274,436,248,192,60,1
7287,582,477,176,454,210,417,544,0
7288,833,235,184,14,398,539,545,1
7289,637,199,996,995,919,633,636,1
7290,697,53,66,402,193,505,495,1
7291,812,712,319,518,742,31,865,0
7292,143,308,819,947,708,785,202,0
7293,554,420,773,216,768,296,145,0
7294,742,842,558,627,71,108,818,1
7295,998,811,120,541,456,203,448,1
7296,352,914,287,35,535,972,433,1
7297,285,221,75,980,557,574,224,0
7298,300,434,101,412,266,701,915,1
7299,462,190,467,333,534,706,82,1
7300,471,4,78,525,778,315,976,0
7301,926,208,815,504,912,897,993,1
7302,385,950,896,760,68,440,934,0
7303,316,539,608,421,694,559,300,1
7304,798,408,526,464,36,632,522,1
7305,861,433,241,765,996,417,731,0
7306,687,68,161,924,632,492,240,0
7307,363,334,410,748,739,538,767,1
7308,327,329,275,281,207,883,29,1
7309,361,747,531,543,310,826,664,1
7310,548,10,650,333,445,578,378,0
7311,136,242,828,898,808,973,432,1
7312,176,913,727,3,239,990,129,1
7313,798,446,790,664,536,818,126,1
7314,796,913,359,33,77,860,497,1
7315,982,657,871,180,840,733,281,1
7316,994,833,732,555,525,67,332,1
7317,523,729,559,11,814,403,118,0
7318,621,684,877,418,602,26,949,0
7319,984,604,58,146,803,189,734,1
7320,541,449,942,338,767,157,345,1
7321,262,601,920,549,545,19,478,0
7322,265,73,456,819,658,173,441,0
7323,319,559,395,188,481,464,42,1
7324,901,787,438,103,489,284,443,1
7325,206,106,930,547,236,943,398,0
7326,646,136,575,831,423,534,422,1
7327,989,13,6,963,396,372,190,0
7328,824,88,429,747,253,264,800,0
7329,581,99,271,329,770,289,570,1
7330,913,905,321,179,361,689,167,0
7331,926,742,109,77,845,351,388,0
7332,899,179,39,657,703,749,816,0
7333,990,751,568,864,269,360,543,1
7334,775,628,868,889,56,4,803,0
7335,214,610,520,972,228,829,647,1
7336,468,336,583,43,711,240,16,1
7337,946,672,541,829,196,640,673,1
7338,120,613,823,420,127,16,775,1
7339,573,751,176,661,81,817,700,0
7340,591,938,877,951,443,104,751,1
7341,171,665,375,179,346,589,191,0
7342,864,759,249,338,462,936,300,1
7343,783,21,875,246,61,851,944,0
7344,405,228,296,804,789,905,402,0
7345,639,64,800,664,575,557,39,1
7346,445,843,711,462,711,538,835,0
7347,825,201,79,317,458,602,654,0
7348,392,101,500,671,608,342,296,1
7349,532,742,193,523,369,471,878,0
7350,99,91,738,536,220,490,645,1
7351,478,913,367,368,777,563,764,0
7352,699,784,446,927,737,968,992,0
7353,531,15,759,943,645,590,608,0
7354,131,290,331,691,99,939,419,0
7355,104,922,991,536,173,404,621,0
7356,477,459,44,597,607,810,468,1
7357,185,397,853,845,818,569,218,0
7358,208,934,795,599,888,765,230,1
7359,94,364,860,166,150,106,535,0
7360,263,880,266,628,900,606,103,0
7361,930,498,838,931,127,59,851,0
7362,25,920,252,539,607,727,871,0
7363,525,292,756,754,273,303,701,0
7364,246,714,351,197,262,671,550,1
7365,587,220,399,661,663,311,587,1
7366,952,412,871,319,948,616,864,1
7367,636,443,932,181,755,801,938,1
7368,592,761,354,979,966,918,760,1
7369,816,447,569,711,857,50,155,0
7370,402,90,874,148,977,990,105,1
7371,609,222,392,171,39,555,612,0
7372,211,349,13,652,972,764,630,0
7373,824,241,693,276,692,629,791,1
7374,300,712,667,666,808,746,769,1
7375,537,858,946,909,929,594,541,0
7376,516,153,429,625,634,147,761,0
7377,3,675,195,510,154,621,562,0
7378,354,886,863,876,207,492,536,1
7379,480,958,158,65,805,941,734,1
7380,938,380,991,761,770,628,681,0
7381,116,204,548,685,979,747,763,1
7382,84,972,608,212,523,572,391,1
7383,500,335,63,896,192,283,246,1
7384,21,258,419,597,134,819,612,0
7385,540,479,885,760,553,317,678,1
7386,507,646,79,435,995,746,147,1
7387,739,743,433,861,430,438,304,1
7388,606,22,153,82,443,905,924,1
7389,420,980,733,340,484,266,451,1
7390,713,786,715,855,302,383,551,1
7391,242,431,350,689,218,75,216,1
7392,450,659,242,377,221,677,255,1
7393,411,377,709,156,781,830,868,0
7394,924,293,657,247,24,151,825,1
7395,192,196,449,162,82,511,163,1
7396,598,364,20,523,335,836,305,0
7397,624,243,650,459,410,353,679,0
7398,720,31,720,631,556,66,568,1
7399,216,226,143,283,595,320,113,0
7400,150,512,107,242,296,885,148,1
7401,319,78,185,196,792,741,592,0
7402,955,320,605,826,191,639,717,0
7403,234,633,274,181,236,723,360,0
7404,92,127,832,349,837,428,975,1
7405,62,502,375,936,54,819,99,1
7406,462,843,202,292,867,261,662,1
7407,413,551,66,103,388,504,954,1
7408,63,53,415,804,939,242,574,0
7409,875,626,989,861,500,889,291,1
7410,56,57,599,802,535,396,892,1
7411,558,777,808,524,859,449,953,0
7412,993,827,888,712,608,28,561,0
7413,256,502,955,581,878,927,337,0
7414,597,867,379,749,728,135,221,1
7415,780,799,281,465,887,409,697,0
7416,591,901,815,811,240,962,127,0
7417,684,446,136,465,651,98,250,0
7418,591,355,76,912,675,661,988,0
7419,993,661,188,387,154,728,64,1
7420,570,166,24,660,616,88,111,1
7421,494,602,26,150,205,864,779,0
7422,10,263,534,759,460,352,91,1
7423,189,863,537,265,329,430,518,1
7424,333,332,106,287,974,119,299,0
7425,182,762,865,251,563,391,22,0
7426,265,447,416,818,811,946,605,0
7427,964,897,701,671,932,385,337,1
7428,805,728,355,563,446,761,706,0
7429,680,34,992,794,305,471,68,1
7430,374,241,993,328,774,418,945,1
7431,694,338,336,534,409,363,103,1
7432,296,333,708,433,774,836,762,1
7433,401,967,488,937,299,178,615,1
7434,158,100,32,150,109,446,419,1
7435,869,405,824,498,175,369,786,0
7436,294,635,92,755,231,926,698,0
7437,981,325,240,466,892,865,977,0
7438,294,988,177,966,662,384,279,0
7439,411,496,940,800,81,389,253,1
7440,463,367,257,45,209,141,53,1
7441,868,924,304,833,960,75,830,0
7442,567,401,598,544,645,428,13,0
7443,526,699,225,586,59,813,454,0
7444,106,61,118,791,796,197,377,1
7445,826,703,650,453,905,786,308,1
7446,409,761,772,124,947,472,270,1
7447,207,432,575,295,599,634,349,1
7448,750,234,299,172,152,237,993,1
7449,719,990,17,227,714,515,893,1
7450,42,194,831,81,695,255,808,0
7451,698,671,782,221,25,308,90,1
7452,100,194,581,744,486,246,613,0
7453,617,264,906,539,931,809,82,0
7454,799,780,207,747,602,451,673,1
7455,508,660,350,856,286,125,849,1
7456,986,239,872,103,670,407,22,1
7457,81,783,844,114,407,965,908,1
7458,520,776,331,60,621,937,414,0
7459,195,759,553,721,827,706,900,1
7460,727,208,922,87,895,107,254,0
7461,288,642,462,216,638,607,925,0
7462,19,607,145,814,381,802,521,1
7463,439,505,781,312,401,497,437,0
7464,338,242,594,764,942,238,18,1
7465,651,99,900,734,598,282,281,0
7466,832,64,336,910,595,394,677,0
7467,203,84,810,183,343,751,209,1
7468,761,918,251,261,978,232,511,1
7469,937,111,988,536,243,868,317,1
7470,817,86,386,165,856,734,827,1
7471,91,668,340,323,721,27,93,1
7472,102,240,969,706,994,554,249,0
7473,592,669,139,492,268,797,706,0
7474,786,247,275,728,793,769,540,0
7475,402,927,993,166,290,811,613,0
7476,961,694,287,979,676,141,361,0
7477,337,863,48,922,592,319,386,0
7478,130,666,364,830,159,250,232,1
7479,202,552,813,162,392,690,500,1
7480,772,585,688,210,203,123,600,1
7481,865,198,446,191,106,915,129,1
7482,188,832,681,950,464,131,990,0
7483,177,941,783,366,61,54,2,0
7484,71,212,325,83,334,791,138,1
7485,399,615,223,768,75,457,440,0
7486,532,495,216,735,909,996,522,1
7487,84,563,421,775,384,670,949,0
7488,487,628,426,901,652,99,941,1
7489,447,600,378,98,538,733,261,1
7490,914,368,309,991,485,412,419,1
7491,757,491,927,251,436,206,421,0
7492,245,504,917,345,591,60,337,0
7493,960,672,62,713,778,758,665,1
7494,755,666,472,144,535,76,610,0
7495,650,781,537,403,78,484,824,1
7496,544,648,850,702,294,830,647,1
7497,911,412,169,500,45,229,306,1
7498,161,23,94,441,121,259,708,1
7499,369,418,927,324,767,252,532,0
7500,23,205,774,651,135,211,830,1
7501,706,372,99,217,43,90,219,0
7502,471,41,163,660,924,484,677,1
7503,716,166,802,139,973,266,108,0
7504,539,129,204,566,299,482,348,0
7505,294,57,370,564,416,970,53,1
7506,241,282,360,199,527,527,501,1
7507,620,470,248,133,465,258,554,0
7508,811,92,606,629,96,43,906,0
7509,999,31,397,667,383,532,45,1
7510,934,843,730,157,710,58,131,0
7511,724,972,862,40,766,466,662,1
7512,701,830,129,402,556,335,795,1
7513,284,996,730,371,910,939,618,0
7514,760,410,962,475,554,252,896,0
7515,696,51,808,161,440,47,696,0
7516,57,970,634,525,896,970,975,1
7517,114,839,262,808,608,162,341,1
7518,186,508,575,949,947,272,908,1
7519,649,245,868,536,102,630,357,1
7520,809,26,128,332,810,767,819,0
7521,387,60,739,500,601,582,859,1
7522,498,253,179,920,770,589,534,0
7523,209,732,272,511,166,467,67,1
7524,132,551,954,412,85,832,631,0
7525,51,737,536,940,813,314,103,1
7526,229,797,773,338,928,162,905,0
7527,439,219,561,124,871,260,954,0
7528,311,751,762,121,385,58,734,1
7529,783,318,604,430,683,686,825,1
7530,444,401,344,389,705,778,512,0
7531,67,943,710,53,788,422,645,0
7532,59,802,848,451,334,159,445,0
7533,73,24,516,664,951,581,675,0
7534,188,938,418,43,300,743,835,0
7535,291,634,550,290,366,292,155,1
7536,117,602,714,7,935,132,591,1
7537,360,392,839,494,954,508,728,1
7538,921,160,886,949,746,940,969,0
7539,463,928,303,858,333,189,9,0
7540,670,261,51,2,769,671,185,0
7541,848,992,451,929,502,324,85,1
7542,328,864,936,443,322,135,283,0
7543,540,124,951,674,516,544,850,0
7544,364,104,809,902,774,301,478,1
7545,99,232,307,655,969,657,547,0
7546,423,159,905,387,25,967,914,1
7547,680,805,455,528,343,734,824,0
7548,84,849,46,211,187,105,362,1
7549,729,519,962,168,560,340,262,0
7550,233,338,636,874,632,777,369,0
7551,450,101,514,987,188,691,304,1
7552,162,482,752,304,638,255,71,1
7553,534,107,162,924,229,437,814,0
7554,736,710,855,40,45,405,573,1
7555,846,452,609,280,374,434,599,0
7556,557,52,519,293,905,600,227,1
7557,969,494,871,383,773,504,111,1
7558,165,12,367,473,55,768,262,0
7559,38,731,675,743,755,629,464,1
7560,946,755,962,670,387,742,29,1
7561,377,14,517,338,39,253,398,1
7562,476,578,624,96,237,705,596,0
7563,500,814,180,749,999,543,913,0
7564,354,669,105,369,567,732,138,0
7565,511,533,237,981,995,997,153,1
7566,7,262,761,609,990,363,897,0
7567,456,110,730,947,307,955,882,1
7568,576,91,793,839,76,471,735,1
7569,93,364,170,927,120,515,507,1
7570,636,900,72,395,907,509,966,1
7571,823,860,209,133,339,410,87,0
7572,779,572,374,118,637,587,379,1
7573,994,440,763,738,282,821,480,0
7574,673,852,723,614,971,62,52,1
7575,307,81,696,659,547,238,295,1
7576,65,996,309,868,446,574,42,0
7577,472,172,963,302,499,544,379,0
7578,632,227,392,484,219,346,123,0
7579,44,25,973,667,377,199,185,0
7580,749,621,768,922,4,544,396,0
7581,744,217,317,902,700,351,673,1
7582,750,493,236,839,569,748,224,0
7583,1,118,113,845,842,497,917,0
7584,761,201,925,789,606,464,848,1
7585,59,682,501,288,128,579,512,1
7586,559,163,274,715,127,257,504,1
7587,858,263,327,426,123,97,843,0
7588,184,729,51,397,226,0,301,1
7589,434,146,693,508,229,722,136,1
7590,596,888,456,197,891,475,124,0
7591,433,101,868,298,741,610,66,0
7592,578,993,379,991,536,875,643,1
7593,65,165,675,931,160,638,36,1
7594,6,693,77,97,84,104,34,0
7595,671,351,865,527,71,25,136,0
7596,65,624,389,619,215,778,376,0
7597,50,295,57,368,968,267,660,1
7598,233,203,148,739,429,384,911,0
7599,653,746,759,349,242,404,790,1
7600,385,539,873,799,244,830,972,0
7601,373,24,231,852,712,412,755,1
7602,151,764,815,705,176,152,478,1
7603,639,644,952,635,473,911,614,1
7604,235,964,71,651,93,686,746,0
7605,351,877,731,615,237,20,174,1
7606,440,197,985,705,37,497,480,0
7607,988,744,204,206,194,736,80,1
7608,919,289,198,592,917,211,993,1
7609,683,383,934,884,607,239,919,1
7610,470,407,153,238,120,764,304,0
7611,116,734,401,642,458,417,294,0
7612,195,539,733,557,904,699,859,0
7613,205,374,228,780,746,587,551,1
7614,817,215,129,153,827,955,344,1
7615,610,4,255,417,797,329,76,1
7616,372,302,708,921,723,781,85,0
7617,910,58,47,95,19,641,78,0
7618,597,46,275,920,277,32,550,0
7619,708,826,900,363,415,491,572,1
7620,387,940,96,861,152,317,283,0
7621,829,296,804,1,951,147,472,0
7622,276,410,379,149,692,928,284,0
7623,587,763,145,156,594,737,581,1
7624,256,271,729,702,51,195,252,1
7625,516,997,102,483,465,283,588,1
7626,623,819,817,351,29,287,401,1
7627,915,645,751,289,373,308,851,1
7628,31,576,81,590,804,734,620,0
7629,946,697,491,320,813,846,841,1
7630,15,713,127,71,255,198,369,0
7631,239,996,996,969,764,477,609,0
7632,267,748,268,165,254,104,292,1
7633,798,902,595,641,470,249,505,0
7634,229,625,650,612,895,246,948,0
7635,434,10,718,192,18,243,693,0
7636,221,823,784,547,888,711,665,0
7637,989,346,319,341,642,919,286,1
7638,822,284,399,421,951,135,440,1
7639,849,334,252,502,418,246,241,0
7640,892,599,706,255,21,216,327,0
7641,936,197,279,486,954,309,932,0
7642,965,627,220,583,671,599,918,1
7643,631,55,339,775,420,986,553,1
7644,643,77,749,667,461,293,455,0
7645,953,46,0,407,150,562,777,1
7646,901,395,358,837,374,770,868,0
7647,248,13,361,506,780,15,372,1
7648,894,959,576,302,705,397,75,0
7649,249,775,925,560,383,465,231,0
7650,407,314,38,8,749,321,574,1
7651,412,253,218,620,873,686,725,1
7652,976,529,151,733,644,44,500,0
7653,444,640,985,753,632,986,727,1
7654,851,138,432,971,578,23,276,0
7655,268,991,996,838,223,637,749,1
7656,441,597,793,178,315,159,869,0
7657,715,711,224,178,282,554,436,0
7658,798,305,265,510,290,887,95,0
7659,147,379,319,213,397,355,641,1
7660,823,676,934,933,229,45,279,1
7661,54,344,651,924,917,570,952,1
7662,189,450,428,5,93,342,65,0
7663,625,916,407,475,705,493,590,1
7664,752,224,887,282,438,424,641,1
7665,292,194,143,666,935,25,641,0
7666,158,594,836,529,572,800,970,1
7667,221,516,822,530,191,34,759,0
7668,546,904,622,665,10,322,889,0
7669,944,845,576,178,351,27,223,1
7670,519,266,636,213,366,30,43,0
7671,748,294,629,114,648,385,717,0
7672,30,285,42,514,950,388,727,0
7673,255,789,459,206,709,961,593,1
7674,76,858,165,275,531,92,810,1
7675,716,384,657,161,75,530,59,0
7676,692,968,596,352,33,538,693,1
7677,891,217,71,326,17,144,494,0
7678,950,686,529,497,179,320,746,1
7679,749,361,949,98,347,608,556,0
7680,167,455,820,519,403,957,115,0
7681,940,92,357,891,491,533,295,1
7682,442,302,895,672,399,801,446,1
7683,437,517,679,302,938,881,934,1
7684,85,212,988,690,911,11,73,0
7685,475,368,669,322,433,298,784,0
7686,124,927,876,780,27,86,820,1
7687,332,859,947,122,312,934,399,0
7688,388,810,83,756,494,130,465,0
7689,121,435,180,944,843,186,965,0
7690,669,732,810,189,69,953,256,0
7691,42,413,408,911,930,96,958,0
7692,755,110,416,374,532,1,403,1
7693,230,556,172,438,232,812,978,0
7694,677,473,963,860,555,310,802,1
7695,41,71,760,619,281,199,586,1
7696,790,607,512,193,431,214,819,1
7697,176,286,166,461,619,754,821,0
7698,49,558,670,432,378,276,491,0
7699,777,32,790,89,337,888,454,1
7700,697,811,915,341,973,79,690,0
7701,211,497,861,560,372,211,35,0
7702,575,798,213,384,213,727,829,1
7703,606,522,741,949,104,555,803,0
7704,414,835,89,935,538,662,155,0
7705,605,496,254,66,14,797,500,1
7706,648,579,867,888,320,400,840,0
7707,144,448,120,972,673,587,211,0
7708,627,926,324,244,665,346,350,0
7709,495,24,787,652,266,874,166,1
7710,562,742,548,963,571,437,218,1
7711,766,581,94,311,567,643,132,1
7712,296,682,262,586,220,264,133,0
7713,184,511,273,384,39,256,171,1
7714,652,467,993,530,151,604,985,1
7715,707,959,833,305,895,464,697,0
7716,634,974,558,807,549,978,849,0
7717,838,892,353,492,113,451,993,0
7718,847,788,608,965,1,488,69,0
7719,80,365,435,252,782,460,417,0
7720,230,563,927,148,439,225,742,1
7721,29,8,737,836,732,356,609,1
7722,436,424,193,912,850,73,701,0
7723,758,341,341,869,4,399,223,1
7724,686,353,216,260,4,823,292,0
7725,439,29,154,752,359,239,478,1
7726,982,906,37,750,512,812,307,1
7727,202,213,151,490,709,309,294,0
7728,658,338,673,274,988,759,330,1
7729,554,835,447,59,889,759,344,0
7730,605,725,465,476,161,687,3,1
7731,180,612,264,486,259,940,502,1
7732,133,910,164,577,703,22,204,0
7733,554,419,305,188,427,679,884,0
7734,921,904,198,730,969,243,844,1
7735,622,519,167,901,324,264,920,1
7736,498,208,44,295,288,444,287,1
7737,625,949,77,973,260,293,858,1
7738,214,83,341,220,201,186,217,1
7739,800,37,463,602,373,690,67,0
7740,860,626,566,852,774,154,345,0
7741,150,901,484,37,728,917,346,0
7742,130,94,290,155,743,485,649,1
7743,636,959,273,128,517,723,40,0
7744,630,515,965,734,823,315,67,1
7745,902,192,93,226,512,469,134,0
7746,13,329,298,671,263,363,510,1
7747,264,863,383,958,414,621,476,1
7748,882,69,914,673,928,593,591,0
7749,622,82,761,121,667,625,343,0
7750,417,124,558,520,248,867,990,1
7751,147,831,360,845,850,179,416,1
7752,986,764,90,628,644,529,321,0
7753,17,748,483,126,159,678,527,1
7754,836,356,217,110,338,790,328,1
7755,629,637,45,426,744,584,988,1
7756,727,898,761,575,38,647,535,1
7757,760,705,648,174,467,639,273,0
7758,717,328,28,452,337,553,514,0
7759,609,961,329,604,802,761,360,1
7760,45,833,377,281,716,960,991,1
7761,608,976,144,644,794,450,597,1
7762,249,668,154,671,968,933,749,0
7763,859,906,149,528,242,765,257,1
7764,661,520,635,337,368,821,588,1
7765,965,824,242,618,962,762,386,0
7766,956,683,4,212,568,409,202,0
7767,762,579,991,164,797,343,859,1
7768,469,648,717,685,704,632,677,0
7769,685,996,6,217,429,750,584,1
7770,915,306,894,256,701,550,648,1
7771,928,247,886,383,508,203,712,0
7772,292,570,5,459,682,473,181,0
7773,683,148,318,889,747,51,77,1
7774,21,182,838,87,239,747,459,0
7775,326,969,459,251,805,620,746,1
7776,903,835,81,239,687,7,633,1
7777,503,209,844,505,913,119,801,1
7778,425,601,148,684,733,344,21,0
7779,898,589,38,453,674,588,325,0
7780,533,862,627,653,221,737,237,0
7781,801,410,78,736,870,806,978,1
7782,104,737,46,541,320,935,556,0
7783,88,186,755,734,541,114,392,0
7784,255,379,614,301,684,414,858,0
7785,317,344,827,761,871,929,89,0
7786,395,361,645,618,872,282,868,0
7787,366,75,611,63,968,383,948,0
7788,112,921,963,715,833,99,349,1
7789,653,474,272,836,201,514,601,1
7790,255,925,725,184,451,698,181,0
7791,198,352,545,884,147,686,131,1
7792,613,638,272,289,538,515,111,1
7793,97,949,955,997,793,145,266,0
7794,617,162,400,272,964,539,696,0
7795,248,734,483,255,821,393,636,1
7796,449,837,867,497,804,304,544,1
7797,910,754,81,411,548,108,82,1
7798,820,262,87,298,531,214,895,1
7799,705,329,51,932,884,94,491,0
7800,389,950,773,81,42,413,283,0
7801,797,459,711,484,258,342,473,0
7802,197,68,713,190,755,930,44,1
7803,158,74,120,367,770,522,971,1
7804,727,449,392,691,754,256,860,0
7805,557,66,546,932,668,878,936,1
7806,338,799,655,99,906,617,107,1
7807,840,165,835,178,201,447,273,0
7808,87,385,977,294,77,77,310,0
7809,708,620,832,307,50,809,42,1
7810,931,656,922,549,171,525,306,1
7811,169,875,10,357,561,934,697,1
7812,48,488,685,437,174,107,299,0
7813,610,889,785,754,438,770,20,1
7814,196,824,920,933,454,423,83,0
7815,480,934,635,56,137,640,206,0
7816,197,62,998,928,448,652,447,1
7817,790,473,630,809,474,100,681,0
7818,992,316,150,513,723,668,82,1
7819,922,462,796,256,986,527,565,1
7820,594,536,377,903,21,457,957,0
7821,153,323,822,343,671,33,144,1
7822,606,141,706,208,454,274,293,1
7823,14,319,71,855,976,244,963,1
7824,60,771,134,653,561,532,848,1
7825,681,689,129,150,525,808,731,1
7826,763,451,138,553,750,209,224,1
7827,974,145,555,802,47,873,237,0
7828,643,129,675,132,50,4,23,0
7829,72,89,97,135,901,971,437,1
7830,666,262,816,108,328,595,645,0
7831,206,396,783,580,80,962,175,0
7832,599,741,956,415,504,326,974,1
7833,274,727,993,61,901,266,882,1
7834,90,563,32,13,716,48,786,1
7835,890,984,171,464,117,378,163,0
7836,249,810,304,567,891,430,951,0
7837,444,502,655,170,498,633,313,0
7838,886,461,691,676,802,344,573,1
7839,565,686,990,954,3,609,499,0
7840,317,10,845,100,263,417,872,1
7841,181,120,658,780,101,887,315,0
7842,306,947,873,684,72,461,661,0
7843,648,25,454,669,249,477,725,1
7844,300,275,710,488,621,121,929,0
7845,296,249,754,862,310,101,271,1
7846,898,930,542,218,631,570,968,0
7847,866,634,856,214,462,95,394,1
7848,412,403,405,326,830,818,46,1
7849,538,350,576,853,633,561,126,1
7850,237,299,969,486,558,749,232,0
7851,660,700,80,382,836,750,104,1
7852,266,555,707,708,23,996,310,1
7853,424,323,53,15,835,251,328,0
7854,39,244,200,608,365,178,738,1
7855,366,128,866,154,525,945,207,1
7856,633,995,648,632,15,800,414,0
7857,665,792,325,882,188,753,949,0
7858,136,372,381,131,657,230,480,0
7859,991,185,163,5,256,883,356,1
7860,849,901,686,812,487,16,991,1
7861,861,231,385,625,307,382,143,1
7862,333,24,55,755,292,168,557,1
7863,908,950,543,840,740,656,894,1
7864,252,633,529,17,869,666,680,0
7865,708,743,695,449,438,154,241,1
7866,898,468,704,807,859,374,907,0
7867,689,652,920,229,987,39,707,1
7868,958,115,253,627,894,928,261,1
7869,546,863,667,309,913,730,117,1
7870,549,503,726,186,841,703,264,1
7871,688,204,325,249,459,373,998,1
7872,899,119,44,633,65,522,369,0
7873,585,58,278,278,294,944,223,1
7874,615,381,749,877,996,97,955,1
7875,432,154,36,980,237,949,542,1
7876,367,56,28,508,408,282,853,1
7877,593,416,889,305,75,652,412,1
7878,406,922,602,918,20,604,702,1
7879,281,231,645,469,374,580,211,1
7880,11,515,174,180,729,202,228,1
7881,308,902,935,321,779,88,931,0
7882,302,199,396,712,156,70,628,0
7883,390,144,575,832,753,484,572,1
7884,522,509,190,911,431,691,35,0
7885,268,875,613,557,311,362,249,1
7886,632,390,335,486,424,551,49,0
7887,44,62,606,273,640,611,849,0
7888,499,261,537,28,636,45,722,0
7889,410,423,554,618,486,182,900,1
7890,632,854,236,37,142,47,550,0
7891,454,726,883,99,29,187,791,0
7892,178,305,346,747,355,653,803,1
7893,240,775,622,964,638,367,299,1
7894,706,22,109,646,623,358,274,0
7895,60,78,542,471,981,966,37,0
7896,986,855,951,978,694,968,722,0
7897,647,444,662,828,844,898,740,1
7898,895,953,764,185,626,804,419,1
7899,520,363,957,454,838,176,111,0
7900,354,529,633,564,89,672,974,1
7901,757,498,555,302,552,372,567,1
7902,363,136,665,267,136,241,955,0
7903,651,816,486,260,782,724,529,0
7904,359,86,435,113,877,878,300,0
7905,225,756,454,73,530,503,845,0
7906,897,935,255,57,906,502,865,0
7907,574,991,204,77,534,684,362,0
7908,102,193,450,972,220,835,710,0
7909,157,217,724,423,925,228,946,0
7910,519,964,97,687,383,757,656,1
7911,146,490,985,39,497,125,779,0
7912,485,839,529,250,670,403,690,1
7913,628,651,162,57,521,317,511,0
7914,203,74,82,863,980,827,997,1
7915,686,827,779,303,806,887,806,1
7916,780,11,786,227,646,615,281,0
7917,440,72,145,50,706,996,113,0
7918,547,759,252,805,548,490,244,0
7919,742,485,871,567,225,114,487,1
7920,425,232,787,624,853,989,934,1
7921,140,916,289,189,337,417,162,1
7922,788,776,175,170,138,992,223,0
7923,578,211,740,333,293,255,751,1
7924,599,978,233,85,912,594,551,0
7925,911,965,563,988,732,318,743,1
7926,755,119,882,253,541,909,181,0
7927,804,621,239,220,859,612,11,0
7928,829,855,256,629,403,714,289,0
7929,391,698,433,857,148,302,271,1
7930,326,578,731,474,624,491,524,0
7931,778,856,615,655,939,528,476,1
7932,816,892,734,202,120,116,908,0
7933,204,296,73,562,516,431,677,0
7934,880,362,747,599,746,916,268,0
7935,834,971,654,107,600,134,999,1
7936,78,678,607,857,473,381,743,1
7937,443,161,187,639,682,463,628,0
7938,364,531,328,157,706,978,338,0
7939,96,930,706,722,885,117,65,0
7940,134,464,612,20,198,54,166,1
7941,672,151,325,710,222,300,300,1
7942,346,43,366,298,913,758,393,0
7943,832,858,226,621,948,633,432,0
7944,135,160,376,646,369,959,110,1
7945,786,811,382,267,326,904,644,0
